"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","new.ident","integrated_snn_res.0.8","seurat_clusters"
"cell_2927_7","cell",670,536,0.447761194029851,"t7","1","1"
"cell_2928_7","cell",669,543,1.19581464872945,"t7","5","5"
"cell_2929_7","cell",669,520,0.298953662182362,"t7","4","4"
"cell_2930_7","cell",668,563,0.149700598802395,"t7","3","3"
"cell_2931_7","cell",668,553,0.449101796407186,"t7","0","0"
"cell_2932_7","cell",666,497,0,"t7","6","6"
"cell_2933_7","cell",662,533,1.20845921450151,"t7","10","10"
"cell_2934_7","cell",666,552,0.15015015015015,"t7","2","2"
"cell_2935_7","cell",667,577,0,"t7","0","0"
"cell_2936_7","cell",667,540,0.599700149925038,"t7","2","2"
"cell_2937_7","cell",664,535,0.150602409638554,"t7","4","4"
"cell_2938_7","cell",666,466,0,"t7","6","6"
"cell_2939_7","cell",666,535,0.900900900900901,"t7","1","1"
"cell_2940_7","cell",664,513,1.80722891566265,"t7","6","6"
"cell_2941_7","cell",663,497,1.05580693815988,"t7","6","6"
"cell_2942_7","cell",666,560,0.15015015015015,"t7","5","5"
"cell_2943_7","cell",662,510,0,"t7","0","0"
"cell_2944_7","cell",662,526,0.151057401812689,"t7","0","0"
"cell_2945_7","cell",664,497,0.150602409638554,"t7","6","6"
"cell_2946_7","cell",662,510,0.604229607250755,"t7","1","1"
"cell_2947_7","cell",661,490,0,"t7","0","0"
"cell_2948_7","cell",663,512,0.150829562594268,"t7","0","0"
"cell_2949_7","cell",661,495,0.605143721633888,"t7","4","4"
"cell_2950_7","cell",664,523,0.150602409638554,"t7","0","0"
"cell_2951_7","cell",664,481,0.451807228915663,"t7","6","6"
"cell_2952_7","cell",663,493,0,"t7","4","4"
"cell_2953_7","cell",663,530,0.150829562594268,"t7","2","2"
"cell_2954_7","cell",662,534,0.453172205438067,"t7","2","2"
"cell_2955_7","cell",660,517,0.303030303030303,"t7","1","1"
"cell_2956_7","cell",662,537,0.755287009063444,"t7","0","0"
"cell_2957_7","cell",660,476,0.606060606060606,"t7","6","6"
"cell_2958_7","cell",660,476,0.151515151515152,"t7","6","6"
"cell_2959_7","cell",661,525,0.151285930408472,"t7","0","0"
"cell_2960_7","cell",662,509,0.453172205438067,"t7","10","10"
"cell_2961_7","cell",660,493,0.303030303030303,"t7","4","4"
"cell_2962_7","cell",661,510,0,"t7","0","0"
"cell_2963_7","cell",660,516,0.303030303030303,"t7","1","1"
"cell_2964_7","cell",660,482,0.303030303030303,"t7","0","0"
"cell_2965_7","cell",661,552,0.302571860816944,"t7","2","2"
"cell_2966_7","cell",658,473,0,"t7","6","6"
"cell_2967_7","cell",660,524,0.303030303030303,"t7","0","0"
"cell_2968_7","cell",660,500,0.454545454545455,"t7","9","9"
"cell_2969_7","cell",661,484,0.453857791225416,"t7","6","6"
"cell_2970_7","cell",661,511,0.151285930408472,"t7","2","2"
"cell_2971_7","cell",660,509,0,"t7","2","2"
"cell_2972_7","cell",656,523,0,"t7","0","0"
"cell_2973_7","cell",660,503,0.151515151515152,"t7","2","2"
"cell_2974_7","cell",657,540,0.15220700152207,"t7","7","7"
"cell_2975_7","cell",659,492,0,"t7","6","6"
"cell_2976_7","cell",655,502,0,"t7","9","9"
"cell_2977_7","cell",658,483,0.151975683890578,"t7","4","4"
"cell_2978_7","cell",655,448,0.610687022900763,"t7","6","6"
"cell_2979_7","cell",657,487,0.15220700152207,"t7","6","6"
"cell_2980_7","cell",656,523,0.152439024390244,"t7","1","1"
"cell_2981_7","cell",656,533,0.914634146341463,"t7","1","1"
"cell_2982_7","cell",655,495,0.152671755725191,"t7","6","6"
"cell_2983_7","cell",655,519,0.305343511450382,"t7","0","0"
"cell_2984_7","cell",655,520,0.610687022900763,"t7","0","0"
"cell_2985_7","cell",655,513,0.305343511450382,"t7","0","0"
"cell_2986_7","cell",651,542,0.307219662058372,"t7","1","1"
"cell_2987_7","cell",654,522,0,"t7","1","1"
"cell_2988_7","cell",656,508,0.914634146341463,"t7","0","0"
"cell_2989_7","cell",653,464,0,"t7","6","6"
"cell_2990_7","cell",654,523,0.458715596330275,"t7","0","0"
"cell_2991_7","cell",655,540,0.305343511450382,"t7","0","0"
"cell_2992_7","cell",653,491,0.153139356814701,"t7","6","6"
"cell_2993_7","cell",655,503,0.152671755725191,"t7","0","0"
"cell_2994_7","cell",655,512,0.458015267175573,"t7","6","6"
"cell_2995_7","cell",654,520,0.917431192660551,"t7","1","1"
"cell_2996_7","cell",652,480,0.153374233128834,"t7","6","6"
"cell_2997_7","cell",653,506,0.306278713629403,"t7","1","1"
"cell_2998_7","cell",654,555,0.305810397553517,"t7","5","5"
"cell_2999_7","cell",653,504,0.153139356814701,"t7","0","0"
"cell_3000_7","cell",654,494,0.152905198776758,"t7","6","6"
"cell_3001_7","cell",649,470,0,"t7","13","13"
"cell_3002_7","cell",648,522,0.617283950617284,"t7","1","1"
"cell_3003_7","cell",651,526,0.307219662058372,"t7","3","3"
"cell_3004_7","cell",652,545,0.613496932515337,"t7","8","8"
"cell_3005_7","cell",652,536,0.153374233128834,"t7","2","2"
"cell_3006_7","cell",652,559,0,"t7","8","8"
"cell_3007_7","cell",651,529,0.153609831029186,"t7","1","1"
"cell_3008_7","cell",652,515,0.153374233128834,"t7","0","0"
"cell_3009_7","cell",651,514,0.153609831029186,"t7","2","2"
"cell_3010_7","cell",649,497,0,"t7","6","6"
"cell_3011_7","cell",650,534,0,"t7","2","2"
"cell_3012_7","cell",650,511,0.615384615384615,"t7","1","1"
"cell_3013_7","cell",647,490,1.08191653786708,"t7","1","1"
"cell_3014_7","cell",649,508,0,"t7","0","0"
"cell_3015_7","cell",647,497,1.54559505409583,"t7","1","1"
"cell_3016_7","cell",650,547,0,"t7","0","0"
"cell_3017_7","cell",648,508,0.771604938271605,"t7","1","1"
"cell_3018_7","cell",648,529,0.154320987654321,"t7","0","0"
"cell_3019_7","cell",649,497,0.154083204930663,"t7","2","2"
"cell_3020_7","cell",647,519,0.154559505409583,"t7","1","1"
"cell_3021_7","cell",648,502,0,"t7","6","6"
"cell_3022_7","cell",648,482,0.154320987654321,"t7","4","4"
"cell_3023_7","cell",648,539,0,"t7","3","3"
"cell_3024_7","cell",648,462,0,"t7","8","8"
"cell_3025_7","cell",647,537,2.47295208655332,"t7","5","5"
"cell_3026_7","cell",648,534,0,"t7","0","0"
"cell_3027_7","cell",646,522,0.154798761609907,"t7","0","0"
"cell_3028_7","cell",648,526,0.617283950617284,"t7","5","5"
"cell_3029_7","cell",643,522,0.31104199066874,"t7","0","0"
"cell_3030_7","cell",646,537,0.309597523219814,"t7","1","1"
"cell_3031_7","cell",646,517,0,"t7","9","9"
"cell_3032_7","cell",645,456,0.62015503875969,"t7","6","6"
"cell_3033_7","cell",646,515,0,"t7","0","0"
"cell_3034_7","cell",646,526,0.154798761609907,"t7","1","1"
"cell_3035_7","cell",642,511,0,"t7","1","1"
"cell_3036_7","cell",646,484,0.309597523219814,"t7","2","2"
"cell_3037_7","cell",644,505,0.31055900621118,"t7","0","0"
"cell_3038_7","cell",645,508,0.155038759689922,"t7","9","9"
"cell_3039_7","cell",643,504,0.31104199066874,"t7","0","0"
"cell_3040_7","cell",644,489,0.31055900621118,"t7","6","6"
"cell_3041_7","cell",644,510,0.62111801242236,"t7","0","0"
"cell_3042_7","cell",645,501,0.310077519379845,"t7","7","7"
"cell_3043_7","cell",643,531,0.15552099533437,"t7","0","0"
"cell_3044_7","cell",645,485,0.775193798449612,"t7","12","12"
"cell_3045_7","cell",643,522,2.48833592534992,"t7","1","1"
"cell_3046_7","cell",643,529,0.622083981337481,"t7","7","7"
"cell_3047_7","cell",642,485,0,"t7","8","8"
"cell_3048_7","cell",642,445,0,"t7","4","4"
"cell_3049_7","cell",643,495,0.777604976671851,"t7","1","1"
"cell_3050_7","cell",642,531,0.155763239875389,"t7","2","2"
"cell_3051_7","cell",642,481,0.934579439252336,"t7","0","0"
"cell_3052_7","cell",640,538,0.78125,"t7","5","5"
"cell_3053_7","cell",641,519,0.15600624024961,"t7","0","0"
"cell_3054_7","cell",639,422,0,"t7","6","6"
"cell_3055_7","cell",641,497,0.15600624024961,"t7","6","6"
"cell_3056_7","cell",641,535,0,"t7","0","0"
"cell_3057_7","cell",639,513,1.25195618153365,"t7","3","3"
"cell_3058_7","cell",639,479,0.312989045383412,"t7","1","1"
"cell_3059_7","cell",639,466,0.312989045383412,"t7","6","6"
"cell_3060_7","cell",640,511,0.3125,"t7","2","2"
"cell_3061_7","cell",638,490,0,"t7","0","0"
"cell_3062_7","cell",635,507,0,"t7","1","1"
"cell_3063_7","cell",638,484,0.313479623824451,"t7","6","6"
"cell_3064_7","cell",635,510,0.15748031496063,"t7","13","13"
"cell_3065_7","cell",637,536,2.51177394034537,"t7","5","5"
"cell_3066_7","cell",637,530,0.470957613814757,"t7","3","3"
"cell_3067_7","cell",638,527,0.156739811912226,"t7","1","1"
"cell_3068_7","cell",638,531,0.470219435736677,"t7","8","8"
"cell_3069_7","cell",634,497,0.315457413249211,"t7","1","1"
"cell_3070_7","cell",635,495,0.15748031496063,"t7","0","0"
"cell_3071_7","cell",635,489,0.15748031496063,"t7","6","6"
"cell_3072_7","cell",637,513,0.156985871271586,"t7","12","12"
"cell_3073_7","cell",635,492,0,"t7","3","3"
"cell_3074_7","cell",635,507,0.62992125984252,"t7","2","2"
"cell_3075_7","cell",633,487,0,"t7","1","1"
"cell_3076_7","cell",636,493,0.314465408805031,"t7","0","0"
"cell_3077_7","cell",634,478,0,"t7","6","6"
"cell_3078_7","cell",633,629,0.157977883096367,"t7","4","4"
"cell_3079_7","cell",635,512,0.62992125984252,"t7","3","3"
"cell_3080_7","cell",634,504,1.41955835962145,"t7","2","2"
"cell_3081_7","cell",634,527,0.315457413249211,"t7","7","7"
"cell_3082_7","cell",633,473,0.631911532385466,"t7","6","6"
"cell_3083_7","cell",634,507,0,"t7","2","2"
"cell_3084_7","cell",632,464,0.158227848101266,"t7","4","4"
"cell_3085_7","cell",633,507,0.4739336492891,"t7","0","0"
"cell_3086_7","cell",632,508,0.474683544303797,"t7","13","13"
"cell_3087_7","cell",634,522,0.788643533123028,"t7","2","2"
"cell_3088_7","cell",632,517,0.632911392405063,"t7","7","7"
"cell_3089_7","cell",633,505,0.157977883096367,"t7","1","1"
"cell_3090_7","cell",631,495,0.158478605388273,"t7","9","9"
"cell_3091_7","cell",633,540,0,"t7","4","4"
"cell_3092_7","cell",633,521,0.157977883096367,"t7","2","2"
"cell_3093_7","cell",629,459,0.794912559618442,"t7","7","7"
"cell_3094_7","cell",630,471,0,"t7","4","4"
"cell_3095_7","cell",630,516,0.158730158730159,"t7","3","3"
"cell_3096_7","cell",629,484,0.476947535771065,"t7","4","4"
"cell_3097_7","cell",629,554,1.27186009538951,"t7","7","7"
"cell_3098_7","cell",630,515,1.11111111111111,"t7","0","0"
"cell_3099_7","cell",630,519,0.634920634920635,"t7","0","0"
"cell_3100_7","cell",631,531,0.316957210776545,"t7","5","5"
"cell_3101_7","cell",630,498,0.158730158730159,"t7","0","0"
"cell_3102_7","cell",629,542,0.158982511923688,"t7","2","2"
"cell_3103_7","cell",627,532,0.956937799043062,"t7","2","2"
"cell_3104_7","cell",628,492,0,"t7","1","1"
"cell_3105_7","cell",627,515,0.159489633173844,"t7","0","0"
"cell_3106_7","cell",628,517,1.59235668789809,"t7","1","1"
"cell_3107_7","cell",625,530,0.48,"t7","8","8"
"cell_3108_7","cell",625,498,0.32,"t7","8","8"
"cell_3109_7","cell",627,466,0,"t7","6","6"
"cell_3110_7","cell",625,518,0.16,"t7","4","4"
"cell_3111_7","cell",626,495,0.159744408945687,"t7","3","3"
"cell_3112_7","cell",626,524,0,"t7","0","0"
"cell_3113_7","cell",626,498,0.479233226837061,"t7","4","4"
"cell_3114_7","cell",627,478,0.318979266347687,"t7","1","1"
"cell_3115_7","cell",627,505,0.637958532695375,"t7","2","2"
"cell_3116_7","cell",627,452,0.318979266347687,"t7","6","6"
"cell_3117_7","cell",626,510,0.159744408945687,"t7","0","0"
"cell_3118_7","cell",624,503,0.16025641025641,"t7","8","8"
"cell_3119_7","cell",624,532,0.480769230769231,"t7","13","13"
"cell_3120_7","cell",624,515,0.16025641025641,"t7","4","4"
"cell_3121_7","cell",623,514,1.76565008025682,"t7","1","1"
"cell_3122_7","cell",625,504,0.32,"t7","1","1"
"cell_3123_7","cell",623,515,0.160513643659711,"t7","0","0"
"cell_3124_7","cell",625,488,0.16,"t7","2","2"
"cell_3125_7","cell",625,457,0.64,"t7","6","6"
"cell_3126_7","cell",624,476,0.801282051282051,"t7","0","0"
"cell_3127_7","cell",625,510,0,"t7","0","0"
"cell_3128_7","cell",623,460,0,"t7","6","6"
"cell_3129_7","cell",624,486,0,"t7","6","6"
"cell_3130_7","cell",619,511,0.161550888529887,"t7","8","8"
"cell_3131_7","cell",621,512,0.161030595813205,"t7","8","8"
"cell_3132_7","cell",620,509,0,"t7","1","1"
"cell_3133_7","cell",622,474,0.482315112540193,"t7","1","1"
"cell_3134_7","cell",614,497,2.76872964169381,"t7","4","4"
"cell_3135_7","cell",623,464,0,"t7","2","2"
"cell_3136_7","cell",620,474,0.483870967741935,"t7","6","6"
"cell_3137_7","cell",620,503,0.161290322580645,"t7","3","3"
"cell_3138_7","cell",621,504,0,"t7","13","13"
"cell_3139_7","cell",618,436,0.161812297734628,"t7","4","4"
"cell_3140_7","cell",619,451,0,"t7","6","6"
"cell_3141_7","cell",619,479,0.161550888529887,"t7","6","6"
"cell_3142_7","cell",618,540,0.809061488673139,"t7","2","2"
"cell_3143_7","cell",620,475,0.645161290322581,"t7","0","0"
"cell_3144_7","cell",619,471,0,"t7","0","0"
"cell_3145_7","cell",620,441,0,"t7","0","0"
"cell_3146_7","cell",619,511,0,"t7","0","0"
"cell_3147_7","cell",618,454,0,"t7","6","6"
"cell_3148_7","cell",618,433,0,"t7","6","6"
"cell_3149_7","cell",620,439,0.645161290322581,"t7","0","0"
"cell_3150_7","cell",620,483,0.32258064516129,"t7","8","8"
"cell_3151_7","cell",616,466,0.649350649350649,"t7","2","2"
"cell_3152_7","cell",614,484,0,"t7","6","6"
"cell_3153_7","cell",620,481,0,"t7","10","10"
"cell_3154_7","cell",617,514,0.324149108589951,"t7","3","3"
"cell_3155_7","cell",617,507,0,"t7","3","3"
"cell_3156_7","cell",619,521,0.161550888529887,"t7","3","3"
"cell_3157_7","cell",619,512,0,"t7","0","0"
"cell_3158_7","cell",617,483,0.486223662884927,"t7","6","6"
"cell_3159_7","cell",618,457,0.161812297734628,"t7","6","6"
"cell_3160_7","cell",619,449,0.161550888529887,"t7","6","6"
"cell_3161_7","cell",616,477,0.324675324675325,"t7","4","4"
"cell_3162_7","cell",617,515,0.324149108589951,"t7","2","2"
"cell_3163_7","cell",619,491,0.807754442649435,"t7","7","7"
"cell_3164_7","cell",618,453,0.647249190938511,"t7","2","2"
"cell_3165_7","cell",617,470,0.324149108589951,"t7","6","6"
"cell_3166_7","cell",619,476,0,"t7","9","9"
"cell_3167_7","cell",616,505,0,"t7","2","2"
"cell_3168_7","cell",616,484,0,"t7","6","6"
"cell_3169_7","cell",617,498,0.162074554294976,"t7","4","4"
"cell_3170_7","cell",615,469,0.32520325203252,"t7","0","0"
"cell_3171_7","cell",613,501,0.489396411092985,"t7","5","5"
"cell_3172_7","cell",616,506,0.162337662337662,"t7","11","11"
"cell_3173_7","cell",615,507,0.48780487804878,"t7","1","1"
"cell_3174_7","cell",617,495,0.162074554294976,"t7","4","4"
"cell_3175_7","cell",614,501,0.325732899022801,"t7","1","1"
"cell_3176_7","cell",616,518,0.162337662337662,"t7","3","3"
"cell_3177_7","cell",616,476,0,"t7","0","0"
"cell_3178_7","cell",613,480,1.95758564437194,"t7","1","1"
"cell_3179_7","cell",616,510,0.487012987012987,"t7","2","2"
"cell_3180_7","cell",613,512,0.815660685154975,"t7","5","5"
"cell_3181_7","cell",616,511,0.487012987012987,"t7","0","0"
"cell_3182_7","cell",615,510,0.32520325203252,"t7","3","3"
"cell_3183_7","cell",614,525,0.651465798045603,"t7","11","11"
"cell_3184_7","cell",612,473,0.980392156862745,"t7","6","6"
"cell_3185_7","cell",613,461,0.489396411092985,"t7","7","7"
"cell_3186_7","cell",613,514,0.163132137030995,"t7","7","7"
"cell_3187_7","cell",614,493,0.651465798045603,"t7","3","3"
"cell_3188_7","cell",610,484,0.327868852459016,"t7","3","3"
"cell_3189_7","cell",613,493,0.163132137030995,"t7","0","0"
"cell_3190_7","cell",612,436,0.163398692810458,"t7","4","4"
"cell_3191_7","cell",612,465,1.30718954248366,"t7","1","1"
"cell_3192_7","cell",610,493,0.163934426229508,"t7","0","0"
"cell_3193_7","cell",611,525,0.16366612111293,"t7","8","8"
"cell_3194_7","cell",606,510,0.66006600660066,"t7","1","1"
"cell_3195_7","cell",609,490,0.164203612479475,"t7","0","0"
"cell_3196_7","cell",607,518,0,"t7","0","0"
"cell_3197_7","cell",609,477,0.164203612479475,"t7","6","6"
"cell_3198_7","cell",608,485,0.328947368421053,"t7","0","0"
"cell_3199_7","cell",608,508,0.164473684210526,"t7","0","0"
"cell_3200_7","cell",609,481,0.164203612479475,"t7","4","4"
"cell_3201_7","cell",605,483,0.330578512396694,"t7","8","8"
"cell_3202_7","cell",607,488,0.329489291598023,"t7","12","12"
"cell_3203_7","cell",608,474,0.822368421052632,"t7","4","4"
"cell_3204_7","cell",605,477,0.165289256198347,"t7","1","1"
"cell_3205_7","cell",606,505,0,"t7","4","4"
"cell_3206_7","cell",608,520,0.164473684210526,"t7","2","2"
"cell_3207_7","cell",605,481,0.165289256198347,"t7","0","0"
"cell_3208_7","cell",607,526,0.164744645799012,"t7","8","8"
"cell_3209_7","cell",604,512,0.993377483443709,"t7","2","2"
"cell_3210_7","cell",606,526,0.33003300330033,"t7","1","1"
"cell_3211_7","cell",606,458,0.165016501650165,"t7","10","10"
"cell_3212_7","cell",607,485,0.164744645799012,"t7","0","0"
"cell_3213_7","cell",606,501,0.165016501650165,"t7","0","0"
"cell_3214_7","cell",607,418,0.164744645799012,"t7","0","0"
"cell_3215_7","cell",605,475,0.165289256198347,"t7","4","4"
"cell_3216_7","cell",603,462,0.33167495854063,"t7","6","6"
"cell_3217_7","cell",604,434,0.496688741721854,"t7","6","6"
"cell_3218_7","cell",605,463,0.165289256198347,"t7","0","0"
"cell_3219_7","cell",603,450,0.165837479270315,"t7","6","6"
"cell_3220_7","cell",605,455,0,"t7","6","6"
"cell_3221_7","cell",601,470,0.499168053244592,"t7","1","1"
"cell_3222_7","cell",601,506,0.332778702163062,"t7","4","4"
"cell_3223_7","cell",603,462,0.33167495854063,"t7","3","3"
"cell_3224_7","cell",604,517,0.496688741721854,"t7","1","1"
"cell_3225_7","cell",603,467,0.829187396351575,"t7","1","1"
"cell_3226_7","cell",599,481,0.1669449081803,"t7","4","4"
"cell_3227_7","cell",602,493,0,"t7","0","0"
"cell_3228_7","cell",603,453,0.497512437810945,"t7","1","1"
"cell_3229_7","cell",603,510,0.33167495854063,"t7","1","1"
"cell_3230_7","cell",602,504,0,"t7","4","4"
"cell_3231_7","cell",602,516,0.332225913621262,"t7","8","8"
"cell_3232_7","cell",601,506,0.166389351081531,"t7","8","8"
"cell_3233_7","cell",601,449,0.166389351081531,"t7","4","4"
"cell_3234_7","cell",600,481,1.16666666666667,"t7","1","1"
"cell_3235_7","cell",599,480,0.834724540901502,"t7","5","5"
"cell_3236_7","cell",598,476,0.167224080267559,"t7","0","0"
"cell_3237_7","cell",600,433,0.166666666666667,"t7","6","6"
"cell_3238_7","cell",599,483,0.333889816360601,"t7","4","4"
"cell_3239_7","cell",598,473,0.167224080267559,"t7","15","15"
"cell_3240_7","cell",597,496,0.16750418760469,"t7","1","1"
"cell_3241_7","cell",600,462,0.166666666666667,"t7","8","8"
"cell_3242_7","cell",599,402,0,"t7","15","15"
"cell_3243_7","cell",597,488,0.16750418760469,"t7","8","8"
"cell_3244_7","cell",598,470,0.501672240802676,"t7","1","1"
"cell_3245_7","cell",596,490,0.167785234899329,"t7","0","0"
"cell_3246_7","cell",596,502,2.18120805369128,"t7","2","2"
"cell_3247_7","cell",597,467,0.33500837520938,"t7","8","8"
"cell_3248_7","cell",597,508,0.33500837520938,"t7","3","3"
"cell_3249_7","cell",596,460,0,"t7","0","0"
"cell_3250_7","cell",597,513,0,"t7","1","1"
"cell_3251_7","cell",595,491,0,"t7","0","0"
"cell_3252_7","cell",592,463,0.168918918918919,"t7","6","6"
"cell_3253_7","cell",596,497,0,"t7","2","2"
"cell_3254_7","cell",596,444,0.335570469798658,"t7","6","6"
"cell_3255_7","cell",596,468,0.838926174496644,"t7","0","0"
"cell_3256_7","cell",595,469,0.840336134453782,"t7","4","4"
"cell_3257_7","cell",595,449,0.168067226890756,"t7","2","2"
"cell_3258_7","cell",593,454,0.168634064080944,"t7","2","2"
"cell_3259_7","cell",594,486,0,"t7","0","0"
"cell_3260_7","cell",594,499,0.673400673400673,"t7","4","4"
"cell_3261_7","cell",594,494,0.841750841750842,"t7","1","1"
"cell_3262_7","cell",592,461,0,"t7","0","0"
"cell_3263_7","cell",587,471,1.0221465076661,"t7","3","3"
"cell_3264_7","cell",592,443,0,"t7","6","6"
"cell_3265_7","cell",592,468,0.168918918918919,"t7","9","9"
"cell_3266_7","cell",593,490,0.674536256323777,"t7","2","2"
"cell_3267_7","cell",591,502,0,"t7","2","2"
"cell_3268_7","cell",591,487,0,"t7","1","1"
"cell_3269_7","cell",592,477,0.506756756756757,"t7","0","0"
"cell_3270_7","cell",592,487,0.168918918918919,"t7","2","2"
"cell_3271_7","cell",592,482,0.168918918918919,"t7","5","5"
"cell_3272_7","cell",593,489,0.168634064080944,"t7","8","8"
"cell_3273_7","cell",593,469,1.34907251264755,"t7","10","10"
"cell_3274_7","cell",591,499,0.338409475465313,"t7","2","2"
"cell_3275_7","cell",591,467,0,"t7","3","3"
"cell_3276_7","cell",591,432,0,"t7","6","6"
"cell_3277_7","cell",591,428,0.169204737732657,"t7","0","0"
"cell_3278_7","cell",591,447,0.169204737732657,"t7","9","9"
"cell_3279_7","cell",591,472,0.169204737732657,"t7","4","4"
"cell_3280_7","cell",591,465,0,"t7","2","2"
"cell_3281_7","cell",590,467,0.677966101694915,"t7","4","4"
"cell_3282_7","cell",589,436,0,"t7","6","6"
"cell_3283_7","cell",590,479,0.338983050847458,"t7","1","1"
"cell_3284_7","cell",590,486,0.169491525423729,"t7","0","0"
"cell_3285_7","cell",590,476,0.169491525423729,"t7","6","6"
"cell_3286_7","cell",588,430,0.340136054421769,"t7","7","7"
